"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELLL738",9,0,59.21452,59.21452,2529847.94,5658788.96,"W 5812",17.12,"Jahr: 2016 (Gesamtfoerderung 6B: 9.0 Millionen m3)"
"WELLL738",10,0,49.87452,49.87452,2529847.94,5658788.96,"W 5812",52,"Jahr: 2017 (Gesamtfoerderung 6B: 27.3 Millionen m3)"
"WELLL738",11,0,37.05924,37.05924,2529847.94,5658788.96,"W 5812",57.54,"Jahr: 2018 (Gesamtfoerderung 6B: 30.2 Millionen m3)"
"WELLL740",9,0,61.55106,61.55106,2530172.81,5658373.2,"W 5815",17.12,"Jahr: 2016 (Gesamtfoerderung 6B: 9.0 Millionen m3)"
"WELLL740",10,0,51.9891,51.9891,2530172.81,5658373.2,"W 5815",52,"Jahr: 2017 (Gesamtfoerderung 6B: 27.3 Millionen m3)"
"WELLL740",11,0,41.58064,41.58064,2530172.81,5658373.2,"W 5815",57.54,"Jahr: 2018 (Gesamtfoerderung 6B: 30.2 Millionen m3)"
"WELLL860",9,0,59.28255,59.28255,2530041.18,5658643.89,"W 5963",17.12,"Jahr: 2016 (Gesamtfoerderung 6B: 9.0 Millionen m3)"
"WELLL860",10,0,50.50682,50.50682,2530041.18,5658643.89,"W 5963",52,"Jahr: 2017 (Gesamtfoerderung 6B: 27.3 Millionen m3)"
"WELLL860",11,0,39.36063,39.36063,2530041.18,5658643.89,"W 5963",57.54,"Jahr: 2018 (Gesamtfoerderung 6B: 30.2 Millionen m3)"
"WELLL944",9,0,61.87207,61.87207,2529988.65,5658509.59,"W 6200",17.12,"Jahr: 2016 (Gesamtfoerderung 6B: 9.0 Millionen m3)"
"WELLL944",10,0,51.83964,51.83964,2529988.65,5658509.59,"W 6200",52,"Jahr: 2017 (Gesamtfoerderung 6B: 27.3 Millionen m3)"
"WELLL944",11,0,40.01199,40.01199,2529988.65,5658509.59,"W 6200",57.54,"Jahr: 2018 (Gesamtfoerderung 6B: 30.2 Millionen m3)"
"WELLL954",9,0,57.9163,57.9163,2530069.25,5658783.1,"WA5980",17.12,"Jahr: 2016 (Gesamtfoerderung 6B: 9.0 Millionen m3)"
"WELLL954",10,0,49.7182,49.7182,2530069.25,5658783.1,"WA5980",52,"Jahr: 2017 (Gesamtfoerderung 6B: 27.3 Millionen m3)"
"WELLL954",11,0,38.70558,38.70558,2530069.25,5658783.1,"WA5980",57.54,"Jahr: 2018 (Gesamtfoerderung 6B: 30.2 Millionen m3)"
