"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELLL738",9,0,59.25504,59.25504,2529847.94,5658788.96,"W 5812",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELLL738",10,0,51.81586,51.81586,2529847.94,5658788.96,"W 5812",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELLL738",11,0,39.55179,39.55179,2529847.94,5658788.96,"W 5812",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELLL740",9,0,61.70212,61.70212,2530172.81,5658373.2,"W 5815",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELLL740",10,0,53.68821,53.68821,2530172.81,5658373.2,"W 5815",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELLL740",11,0,42.63655,42.63655,2530172.81,5658373.2,"W 5815",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELLL860",9,0,59.22512,59.22512,2530041.18,5658643.89,"W 5963",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELLL860",10,0,52.29293,52.29293,2530041.18,5658643.89,"W 5963",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELLL860",11,0,41.18401,41.18401,2530041.18,5658643.89,"W 5963",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELLL944",9,0,61.88565,61.88565,2529988.65,5658509.59,"W 6200",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELLL944",10,0,54.23847,54.23847,2529988.65,5658509.59,"W 6200",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELLL944",11,0,42.25972,42.25972,2529988.65,5658509.59,"W 6200",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELLL954",9,0,57.83311,57.83311,2530069.25,5658783.1,"WA5980",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELLL954",10,0,51.27187,51.27187,2530069.25,5658783.1,"WA5980",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELLL954",11,0,40.41305,40.41305,2530069.25,5658783.1,"WA5980",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1004",9,0,65.02617,65.02617,2529756.44,5658357.51,"WA5813",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1004",10,0,56.43681,56.43681,2529756.44,5658357.51,"WA5813",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1004",11,0.11,39.38797,41.58856,2529756.44,5658357.51,"WA5813",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1006",9,0,61.04005,61.04005,2530084.04,5658515.11,"WA5814",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1006",10,0.3,49.78231,51.99644,2530084.04,5658515.11,"WA5814",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1006",11,0.23,39.11436,39.14607,2530084.04,5658515.11,"WA5814",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1010",9,0.4,60.78368,62.89207,2530053.05,5658116.42,"WA5817",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1010",10,0.68,46.51164,48.60898,2530053.05,5658116.42,"WA5817",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1010",11,0.15,41.84667,41.84667,2530053.05,5658116.42,"WA5817",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1098",9,0,62.25731,62.25731,2529582.45,5658758.27,"WA6246",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1098",10,0.2,48.97495,50.39292,2529582.45,5658758.27,"WA6246",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1098",11,0.18,35.90825,36.12699,2529582.45,5658758.27,"WA6246",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1100",9,0,66.64257,66.64257,2529560.26,5658379.33,"WA6248",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1100",10,0,56.67869,56.67869,2529560.26,5658379.33,"WA6248",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1100",11,0.12,39.29564,40.55154,2529560.26,5658379.33,"WA6248",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1102",9,0,68.55404,68.55404,2529388.19,5658371.25,"WA6249",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1102",10,0,56.43734,56.43734,2529388.19,5658371.25,"WA6249",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1102",11,0.12,39.29511,40.29345,2529388.19,5658371.25,"WA6249",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1104",9,0,65.05332,65.05332,2529891.5,5658197.02,"WA6251",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1104",10,0,55.90609,55.90609,2529891.5,5658197.02,"WA6251",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1104",11,0.12,40.57329,41.32645,2529891.5,5658197.02,"WA6251",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1106",9,0,76.11075,76.11075,2529329.83,5657831.95,"WA6253",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1106",10,0,67.58971,67.58971,2529329.83,5657831.95,"WA6253",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1106",11,0.15,54.1057,55.44437,2529329.83,5657831.95,"WA6253",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1112",9,0,69.00159,69.00159,2529922.03,5657843.68,"WA6256",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1112",10,0,60.37669,60.37669,2529922.03,5657843.68,"WA6256",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1112",11,0.15,45.0193,47.66642,2529922.03,5657843.68,"WA6256",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
"WELL1134",9,0.55,60.08674,62.50663,2529323.2,5658729.44,"WA6291",15.77,"Jahr: 2016 (Gesamtfoerderung 6B: 8.3 Millionen m3)"
"WELL1134",10,0.9,42.11476,43.75783,2529323.2,5658729.44,"WA6291",47.14,"Jahr: 2017 (Gesamtfoerderung 6B: 24.8 Millionen m3)"
"WELL1134",11,0.21,37.00641,37.00641,2529323.2,5658729.44,"WA6291",55.77,"Jahr: 2018 (Gesamtfoerderung 6B: 29.3 Millionen m3)"
