"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELL1116",9,0.28,71.22808,72.43802,2529643.2,5658035.09,"WA6299",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1116",10,0.55,63.10837,65.79604,2529643.2,5658035.09,"WA6299",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1116",11,0.55,55.57815,59.14399,2529643.2,5658035.09,"WA6299",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
"WELL1118",9,0,70.34857,70.34857,2529905.71,5658016.5,"WA6300",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1118",10,0.15,65.2834,66.01063,2529905.71,5658016.5,"WA6300",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1118",11,0.3,58.15176,60.01681,2529905.71,5658016.5,"WA6300",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
"WELL1136",9,0,75.0932,75.0932,2529333.34,5658506.41,"WA6342",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1136",10,0,67.49844,67.49844,2529333.34,5658506.41,"WA6342",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1136",11,0.12,57.85116,58.52695,2529333.34,5658506.41,"WA6342",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
"WELL1142",9,0.25,74.76862,75.86857,2529308.37,5658264.53,"WA6345",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1142",10,0.5,65.05675,67.25665,2529308.37,5658264.53,"WA6345",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1142",11,0.5,55.87779,58.82693,2529308.37,5658264.53,"WA6345",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
"WELL1144",9,0,79.11099,79.11099,2529254.94,5658072.25,"WA6347",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1144",10,0.1,70.91586,71.35584,2529254.94,5658072.25,"WA6347",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1144",11,0.2,62.4587,63.50673,2529254.94,5658072.25,"WA6347",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
"WELL1146",9,0,77.1729,77.1729,2529453.79,5657904.41,"WA6348",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1146",10,0.15,69.72085,70.38082,2529453.79,5657904.41,"WA6348",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1146",11,0.3,61.61732,63.29683,2529453.79,5657904.41,"WA6348",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
"WELL1158",9,0,72.30624,72.30624,2529645.62,5658180.13,"WA6386",6.67,"Jahr: 2016 (Gesamtfoerderung 6B: 3.5 Millionen m3)"
"WELL1158",10,0.12,65.71354,66.28443,2529645.62,5658180.13,"WA6386",20.56,"Jahr: 2017 (Gesamtfoerderung 6B: 10.8 Millionen m3)"
"WELL1158",11,0.25,57.67566,59.18895,2529645.62,5658180.13,"WA6386",34.36,"Jahr: 2018 (Gesamtfoerderung 6B: 18.1 Millionen m3)"
